customerID,Churn,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,Charges.Monthly,Charges.Total,Cuentas_Diarias
1323-OOEPC,1,Female,0,1,0,53,1,1,Fiber optic,0,1,0,0,1,1,Month-to-month,1,Credit card (automatic),98.4,5149.5,3.23
1324-NLTJE,1,Female,1,0,0,15,1,1,DSL,0,0,0,1,0,0,Month-to-month,0,Credit card (automatic),55.0,757.1,1.81
1325-USMEC,0,Male,0,1,0,70,1,1,Fiber optic,1,1,1,0,1,0,Two year,1,Credit card (automatic),99.35,6944.5,3.26
1328-EUZHC,0,Female,0,1,0,18,1,0,No,0,0,0,0,0,0,Two year,0,Mailed check,20.1,370.5,0.66
1329-VHWNP,0,Female,0,0,0,7,0,0,DSL,0,0,0,0,0,0,Month-to-month,0,Bank transfer (automatic),25.05,189.95,0.82
1333-PBMXB,0,Female,0,1,1,54,1,1,No,0,0,0,0,0,0,One year,1,Bank transfer (automatic),24.75,1342.15,0.81
1334-FJSVR,1,Male,0,0,0,1,0,0,DSL,0,0,0,0,0,0,Month-to-month,1,Electronic check,24.25,24.25,0.8
1334-PDUKM,0,Female,0,1,0,68,1,1,Fiber optic,0,1,1,0,0,0,One year,0,Credit card (automatic),86.45,5762.95,2.84
1335-HQMKX,0,Female,0,1,0,72,1,1,Fiber optic,0,1,1,0,1,1,One year,1,Electronic check,101.35,7323.15,3.33
1335-MXCSE,0,Male,0,1,1,55,1,0,DSL,0,0,1,1,0,0,Two year,1,Credit card (automatic),55.25,3119.9,1.82
1335-NTIUC,0,Male,0,0,0,9,0,0,DSL,0,0,0,0,0,0,Month-to-month,1,Electronic check,24.95,190.25,0.82
1336-EZFZY,0,Female,0,0,0,4,1,0,No,0,0,0,0,0,0,Month-to-month,0,Mailed check,20.05,83.3,0.66
1337-BOZWO,0,Male,0,1,1,18,0,0,DSL,0,1,1,0,1,0,One year,0,Credit card (automatic),46.4,812.4,1.52
1338-CECEE,0,Male,0,1,1,41,1,1,DSL,0,1,1,0,1,0,One year,0,Bank transfer (automatic),68.5,2839.95,2.25
1342-JPNKI,1,Male,0,0,0,10,1,1,Fiber optic,0,0,0,0,1,0,Month-to-month,1,Bank transfer (automatic),86.05,834.1,2.83
1343-EHPYB,1,Male,0,1,0,63,1,1,Fiber optic,0,1,1,0,1,1,Month-to-month,1,Electronic check,103.4,6603.0,3.4
1345-GKDZZ,0,Male,0,0,1,6,1,0,No,0,0,0,0,0,0,Month-to-month,0,Mailed check,19.55,128.6,0.64
1345-ZUKID,0,Male,0,0,0,14,1,0,No,0,0,0,0,0,0,One year,0,Mailed check,19.35,324.8,0.64
1346-PJWTK,0,Male,0,1,0,61,1,0,Fiber optic,0,1,1,1,0,1,Month-to-month,0,Credit card (automatic),94.15,5731.85,3.09
1346-UFHAX,0,Female,0,0,0,13,1,1,Fiber optic,1,0,0,0,0,0,Month-to-month,1,Credit card (automatic),80.0,1029.35,2.63
1347-KTTTA,0,Male,0,1,0,64,1,0,Fiber optic,0,1,1,1,1,1,One year,1,Credit card (automatic),102.45,6654.1,3.37
1349-WXNGG,1,Male,0,0,0,1,1,0,No,0,0,0,0,0,0,Month-to-month,0,Bank transfer (automatic),20.05,20.05,0.66
1352-HNSAW,0,Female,0,1,1,72,1,1,Fiber optic,1,1,1,1,1,1,Two year,1,Bank transfer (automatic),115.6,8220.4,3.8
1352-VHKAJ,0,Male,0,1,1,27,1,1,DSL,0,0,0,1,1,1,Month-to-month,0,Bank transfer (automatic),71.6,1957.1,2.35
1353-GHZOS,0,Male,0,1,0,22,1,0,DSL,1,0,0,0,1,0,One year,1,Bank transfer (automatic),59.75,1374.35,1.96
1353-LJWEM,0,Male,0,0,0,11,1,0,DSL,0,1,1,1,0,0,Month-to-month,1,Electronic check,60.9,688.5,2.0
1354-YZFNB,0,Male,0,1,1,4,1,0,No,0,0,0,0,0,0,Two year,0,Credit card (automatic),19.55,68.8,0.64
1355-KUSBG,0,Female,0,1,1,7,1,1,DSL,0,0,0,0,0,0,Month-to-month,0,Electronic check,48.8,349.8,1.6
1356-MKYSK,0,Male,0,0,0,6,1,0,DSL,1,0,1,1,1,1,Month-to-month,0,Credit card (automatic),78.65,483.3,2.58
1357-BIJKI,0,Male,0,1,0,50,1,1,Fiber optic,0,1,0,0,1,1,One year,1,Electronic check,98.25,4858.7,3.23
1357-MVDOZ,0,Male,0,1,1,11,1,0,DSL,0,0,1,0,1,0,Month-to-month,1,Bank transfer (automatic),59.65,683.25,1.96
1360-JYXKQ,0,Female,1,1,0,54,1,0,Fiber optic,0,0,1,1,1,1,One year,1,Electronic check,99.1,5437.1,3.26
1360-RCYRT,0,Male,0,1,1,23,0,0,DSL,0,0,0,1,0,0,Month-to-month,1,Bank transfer (automatic),30.35,678.75,1.0
1360-XFJMR,0,Female,0,1,0,67,1,1,Fiber optic,0,1,1,1,1,1,One year,1,Credit card (automatic),109.7,7344.45,3.6
1363-TXLSL,1,Male,1,1,0,1,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,70.3,70.3,2.31
1370-AQYEM,0,Male,0,1,1,5,1,0,Fiber optic,1,0,1,0,0,1,Month-to-month,1,Mailed check,90.35,434.5,2.97
1370-GGAWX,0,Female,0,0,0,46,1,1,Fiber optic,0,1,1,0,0,1,One year,1,Electronic check,94.15,4408.45,3.09
1371-DWPAZ,0,Female,0,1,1,0,0,0,DSL,1,1,1,1,1,0,Two year,0,Credit card (automatic),56.05,0.0,1.84
1371-OJCEK,0,Female,0,0,0,48,1,1,No,0,0,0,0,0,0,One year,0,Bank transfer (automatic),24.35,1133.7,0.8
1371-WEPDS,0,Male,1,1,0,40,1,0,DSL,0,0,0,0,0,1,One year,0,Electronic check,55.8,2283.3,1.83
1373-ORVIZ,1,Female,0,1,1,11,1,1,DSL,0,0,0,1,0,1,Month-to-month,1,Electronic check,66.35,740.8,2.18
1374-DMZUI,1,Female,1,0,0,4,1,1,Fiber optic,0,0,0,0,1,1,Month-to-month,1,Electronic check,94.3,424.45,3.1
1376-HHBDV,0,Female,0,0,0,30,1,0,DSL,1,0,0,0,0,0,Month-to-month,1,Mailed check,48.8,1536.75,1.6
1379-FRVEB,0,Male,0,0,1,15,1,1,Fiber optic,0,1,0,0,1,0,Month-to-month,1,Electronic check,91.0,1430.05,2.99
1383-EZRWL,1,Female,0,0,0,7,1,0,No,0,0,0,0,0,0,Month-to-month,0,Mailed check,20.05,164.85,0.66
1384-RCUXW,0,Male,0,0,0,16,1,1,Fiber optic,0,1,0,0,0,0,Month-to-month,1,Mailed check,80.55,1248.9,2.65
1385-TQOZW,0,Female,0,0,0,9,1,0,No,0,0,0,0,0,0,Month-to-month,1,Credit card (automatic),20.45,147.55,0.67
1386-ZIKUV,0,Male,0,0,0,7,1,0,No,0,0,0,0,0,0,Month-to-month,1,Mailed check,18.95,130.55,0.62
1389-CXMLU,1,Male,1,0,0,3,1,1,Fiber optic,0,0,1,0,1,0,Month-to-month,0,Electronic check,91.05,289.1,2.99
1389-WNUIB,0,Female,0,1,1,20,1,1,DSL,1,0,0,0,1,1,One year,0,Bank transfer (automatic),76.0,1588.75,2.5
1391-UBDAR,0,Male,0,0,0,11,1,0,Fiber optic,0,0,1,0,0,0,Month-to-month,0,Electronic check,72.9,818.45,2.39
1393-IMKZG,0,Female,0,0,0,1,1,0,Fiber optic,0,0,0,1,1,1,Month-to-month,1,Electronic check,95.85,95.85,3.15
1394-SUIUH,0,Female,1,1,0,44,1,0,Fiber optic,1,1,0,1,0,0,Month-to-month,1,Electronic check,85.15,3670.5,2.8
1395-OFUWC,0,Male,0,1,1,43,0,0,DSL,0,1,0,0,0,0,Month-to-month,0,Credit card (automatic),29.3,1224.05,0.96
1395-QOUWC,0,Female,0,1,1,22,1,0,DSL,0,1,0,0,1,1,One year,1,Bank transfer (automatic),69.5,1498.2,2.28
1395-WSWXR,0,Male,0,0,0,24,1,0,No,0,0,0,0,0,0,Two year,0,Mailed check,20.75,487.05,0.68
1396-QWFBJ,1,Female,0,1,1,21,1,0,Fiber optic,0,1,0,0,0,0,Month-to-month,1,Bank transfer (automatic),74.05,1565.7,2.43
1397-XKKWR,0,Male,0,0,0,7,0,0,DSL,1,0,1,0,0,0,One year,0,Mailed check,35.3,264.8,1.16
1399-OUPJN,0,Female,0,1,1,57,1,0,No,0,0,0,0,0,0,Two year,0,Bank transfer (automatic),19.75,1272.05,0.65
1399-UBQIU,0,Male,0,0,0,11,1,0,DSL,0,0,1,0,1,1,Month-to-month,1,Electronic check,69.35,712.25,2.28
1400-MMYXY,1,Male,1,1,0,3,1,1,Fiber optic,0,1,1,0,1,1,Month-to-month,1,Electronic check,105.9,334.65,3.48
1400-WIVLL,0,Male,0,1,0,57,1,1,Fiber optic,0,0,1,1,1,1,Two year,0,Electronic check,107.95,5969.85,3.55
1401-FTHFQ,0,Male,0,1,1,23,1,0,No,0,0,0,0,0,0,One year,1,Credit card (automatic),20.0,445.3,0.66
1402-PTHGN,0,Female,0,1,1,18,1,0,DSL,1,1,0,1,0,0,One year,1,Mailed check,61.5,1087.45,2.02
1403-GYAFU,0,Male,0,1,1,70,1,0,No,0,0,0,0,0,0,Two year,0,Credit card (automatic),20.05,1360.25,0.66
1403-LKLIK,0,Female,0,1,1,33,1,0,No,0,0,0,0,0,0,One year,0,Mailed check,20.1,579.4,0.66
1406-PUQVY,0,Male,0,0,1,1,1,0,DSL,0,1,0,0,0,0,Month-to-month,1,Electronic check,49.9,49.9,1.64
1407-DIGZV,0,Female,0,1,1,3,1,0,No,0,0,0,0,0,0,Two year,0,Mailed check,19.1,52.0,0.63
1409-PHXTF,0,Male,1,1,0,54,1,1,Fiber optic,0,1,1,1,1,1,Two year,1,Electronic check,110.45,6077.75,3.63
1410-RSCMR,0,Male,0,1,1,7,1,0,DSL,1,0,1,1,0,1,Month-to-month,1,Credit card (automatic),71.35,515.75,2.34
1414-YADCW,0,Male,0,1,0,70,1,0,Fiber optic,1,1,0,1,0,0,Two year,0,Bank transfer (automatic),84.6,5706.2,2.78
1415-YFWLT,1,Female,1,0,0,1,1,0,Fiber optic,0,0,0,0,1,1,Month-to-month,1,Electronic check,89.3,89.3,2.93
1421-HCERK,0,Male,1,1,0,30,1,1,Fiber optic,1,1,1,1,1,0,Month-to-month,1,Bank transfer (automatic),105.7,3181.8,3.47
1422-DGUBX,0,Male,0,1,0,32,1,1,Fiber optic,0,0,0,1,0,0,One year,1,Electronic check,79.25,2619.15,2.6
1423-BMPBQ,0,Female,0,1,1,1,1,0,No,0,0,0,0,0,0,Month-to-month,1,Mailed check,19.0,19.0,0.62
1427-GOPMO,0,Male,0,0,0,57,1,1,Fiber optic,0,0,0,0,1,0,One year,1,Electronic check,86.9,4939.25,2.85
1427-VERSM,0,Female,0,1,0,56,1,0,Fiber optic,0,0,1,1,1,1,Month-to-month,1,Electronic check,98.7,5669.5,3.24
1428-GTBJJ,1,Male,0,0,0,11,1,0,Fiber optic,0,1,0,0,0,0,Month-to-month,1,Electronic check,74.55,824.75,2.45
1428-IEDPR,0,Male,0,0,0,52,1,1,Fiber optic,1,0,1,1,1,1,Two year,1,Electronic check,109.3,5731.4,3.59
1428-QPOOL,0,Female,0,1,1,65,1,1,DSL,1,1,0,1,1,1,Two year,1,Bank transfer (automatic),82.5,5215.1,2.71
1429-UYJSV,0,Female,0,0,0,12,1,0,No,0,0,0,0,0,0,One year,0,Mailed check,19.7,260.9,0.65
1430-SFQSA,0,Male,0,0,0,29,0,0,DSL,1,0,0,1,0,0,One year,0,Mailed check,35.6,1072.6,1.17
1431-AIDJQ,0,Male,0,1,1,33,1,0,DSL,0,1,1,1,1,1,Two year,0,Credit card (automatic),82.1,2603.1,2.7
1431-CYWMH,0,Female,0,1,1,22,1,0,No,0,0,0,0,0,0,Month-to-month,0,Bank transfer (automatic),19.05,454.05,0.63
1432-FPAXX,1,Female,0,0,0,29,0,0,DSL,0,1,0,0,0,0,Month-to-month,1,Electronic check,30.6,856.35,1.01
1436-ZMJAN,0,Female,0,1,0,10,1,0,DSL,0,0,1,0,1,1,Month-to-month,1,Credit card (automatic),67.8,653.15,2.23
1439-LCGVL,0,Female,0,1,0,26,1,0,No,0,0,0,0,0,0,One year,0,Mailed check,19.2,459.6,0.63
1442-BQPVU,0,Female,0,0,0,13,0,0,DSL,0,1,0,0,0,0,Month-to-month,0,Electronic check,29.15,357.15,0.96
1442-OKRJE,0,Male,0,1,1,66,1,0,Fiber optic,1,1,1,0,1,1,One year,1,Bank transfer (automatic),103.15,7031.3,3.39
1444-VVSGW,1,Male,0,1,0,70,1,1,Fiber optic,1,1,1,1,1,1,One year,0,Credit card (automatic),115.65,7968.85,3.8
1447-GIQMR,1,Male,0,1,0,1,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,69.15,69.15,2.27
1447-PJGGA,1,Female,0,0,0,57,1,0,Fiber optic,0,0,1,0,1,1,Two year,1,Electronic check,95.25,5464.65,3.13
1448-CYWKC,0,Female,0,1,1,58,1,1,Fiber optic,0,1,1,0,1,1,One year,1,Credit card (automatic),105.2,6225.4,3.46
1448-PWKYE,1,Male,0,1,1,1,1,0,Fiber optic,0,0,0,0,0,1,Month-to-month,0,Electronic check,80.0,80.0,2.63
1449-XQEMT,1,Male,0,0,0,3,1,0,No,0,0,0,0,0,0,Month-to-month,1,Mailed check,19.8,58.15,0.65
1450-GALXR,1,Female,0,0,0,10,1,1,Fiber optic,0,0,0,1,1,1,Month-to-month,1,Electronic check,98.5,1058.25,3.24
1450-SKCVI,1,Female,0,0,0,56,1,0,Fiber optic,0,1,0,0,0,0,Month-to-month,1,Electronic check,73.85,4092.85,2.43
1452-KIOVK,0,Male,0,0,1,22,1,1,Fiber optic,0,1,0,0,1,0,Month-to-month,1,Credit card (automatic),89.1,1949.4,2.93
1452-UZOSF,0,Male,0,1,1,72,1,1,Fiber optic,1,1,1,1,1,0,Two year,1,Credit card (automatic),106.1,7548.6,3.49
1452-VOQCH,0,Male,0,0,0,1,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,75.1,75.1,2.47
1452-XRSJV,0,Female,0,1,1,39,1,0,DSL,1,0,0,0,0,0,Month-to-month,0,Credit card (automatic),51.05,2066.0,1.68
1453-RZFON,0,Female,0,0,1,1,1,0,DSL,1,0,0,0,0,0,Month-to-month,0,Mailed check,49.9,49.9,1.64
1455-ESIQH,1,Male,0,0,0,1,1,0,Fiber optic,0,0,0,0,1,1,Month-to-month,1,Electronic check,89.1,89.1,2.93
1455-HFBXA,0,Male,0,1,0,52,1,1,Fiber optic,1,0,1,1,0,0,Two year,1,Credit card (automatic),91.6,4627.8,3.01
1455-UGQVH,1,Male,0,1,0,10,1,1,Fiber optic,0,0,1,0,1,1,Month-to-month,1,Electronic check,98.5,1037.75,3.24
1456-TWCGB,0,Male,0,0,0,4,1,0,DSL,0,1,0,0,0,0,Month-to-month,0,Mailed check,49.25,208.45,1.62
1459-QNFQT,0,Male,0,1,1,70,0,0,DSL,1,0,1,1,1,1,Two year,0,Bank transfer (automatic),59.5,4144.8,1.95
1460-UZPRJ,0,Male,0,1,0,60,1,0,No,0,0,0,0,0,0,Two year,0,Mailed check,19.95,1258.15,0.66
1465-LNTLJ,0,Male,1,1,0,8,1,0,DSL,0,0,1,1,0,1,Month-to-month,1,Credit card (automatic),64.4,581.7,2.12
1465-VINDH,1,Female,0,1,1,10,1,1,Fiber optic,0,1,1,0,1,1,Month-to-month,1,Credit card (automatic),102.1,1068.85,3.35
1465-WCZVT,0,Female,0,1,1,3,1,0,No,0,0,0,0,0,0,Month-to-month,0,Mailed check,19.65,60.65,0.65
1468-DEFNC,0,Male,1,1,1,64,1,1,No,0,0,0,0,0,0,Two year,1,Bank transfer (automatic),24.4,1548.65,0.8
1469-LBJQJ,0,Female,0,1,0,66,1,1,Fiber optic,0,1,1,0,1,1,Month-to-month,1,Electronic check,105.2,6936.85,3.46
1470-PSXNM,0,Male,0,1,1,49,1,1,Fiber optic,0,1,1,0,1,0,One year,1,Electronic check,93.65,4520.15,3.08
1471-GIQKQ,0,Female,0,0,0,1,1,0,DSL,0,1,0,0,0,0,Month-to-month,0,Electronic check,49.95,49.95,1.64
1472-TNCWL,0,Male,0,0,1,36,1,0,Fiber optic,0,1,0,0,1,1,Month-to-month,1,Electronic check,94.7,3512.5,3.11
1474-JUWSM,0,Female,0,1,0,58,1,1,DSL,1,0,0,1,0,1,One year,1,Electronic check,68.4,3972.25,2.25
1475-VWVDO,0,Male,0,0,0,7,1,0,Fiber optic,0,0,1,0,0,0,Month-to-month,1,Electronic check,74.9,490.55,2.46
1478-VPOAD,0,Female,0,0,0,1,1,0,DSL,0,0,0,0,0,0,Month-to-month,0,Electronic check,43.8,43.8,1.44
1480-BKXGA,0,Male,1,1,0,72,1,1,Fiber optic,1,1,1,1,1,1,Two year,1,Bank transfer (automatic),116.05,8404.9,3.81
1480-IVEVR,0,Male,1,1,0,35,1,1,Fiber optic,0,0,1,0,0,0,One year,1,Bank transfer (automatic),81.6,2815.25,2.68
1481-ZUWZA,1,Male,0,0,0,28,1,1,Fiber optic,1,1,0,0,0,1,Month-to-month,1,Credit card (automatic),94.5,2659.4,3.1
1482-OXZSY,0,Male,0,0,0,30,1,1,Fiber optic,1,0,0,0,1,1,Month-to-month,1,Bank transfer (automatic),100.4,2936.25,3.3
1485-YDHMM,0,Male,0,1,1,52,1,1,Fiber optic,0,1,0,1,0,1,Month-to-month,1,Bank transfer (automatic),93.25,4631.7,3.06
1488-PBLJN,0,Female,0,1,1,72,1,1,Fiber optic,1,1,1,1,1,1,Two year,1,Bank transfer (automatic),116.85,8477.7,3.84
1488-SYSFC,0,Male,0,1,1,31,1,0,No,0,0,0,0,0,0,Month-to-month,1,Electronic check,20.65,702.05,0.68
1492-KGETH,0,Male,0,1,1,70,1,1,DSL,1,1,1,1,0,1,One year,0,Bank transfer (automatic),78.35,5445.95,2.57
1492-QGCLU,0,Male,0,1,1,53,1,1,DSL,1,0,1,1,1,1,Month-to-month,0,Electronic check,85.7,4616.1,2.82
1493-AMTIE,1,Male,0,0,0,1,1,0,No,0,0,0,0,0,0,Month-to-month,1,Bank transfer (automatic),20.2,20.2,0.66
1494-EJZDW,0,Female,0,1,1,10,1,0,No,0,0,0,0,0,0,Two year,0,Mailed check,20.15,220.8,0.66
1496-GGSUK,1,Female,1,0,0,1,0,0,DSL,0,0,0,0,0,0,Month-to-month,1,Mailed check,25.7,25.7,0.84
1498-DQNRX,0,Female,0,1,0,29,1,0,No,0,0,0,0,0,0,Month-to-month,0,Mailed check,19.85,573.05,0.65
1498-NHTLT,0,Male,0,1,1,59,1,0,DSL,1,1,1,1,1,1,Two year,1,Electronic check,86.75,5186.0,2.85
1501-SGHBW,1,Male,0,0,0,2,1,0,DSL,0,0,0,0,0,0,Month-to-month,0,Mailed check,45.85,81.0,1.51
1502-XFCVR,1,Female,0,0,0,58,1,0,Fiber optic,1,1,1,0,1,1,One year,1,Electronic check,106.45,6145.85,3.5
1506-YJTYT,0,Male,0,1,1,45,1,1,DSL,1,1,0,1,1,0,Two year,0,Credit card (automatic),73.85,3371.0,2.43
1508-DFXCU,0,Male,0,0,0,12,1,0,Fiber optic,0,0,0,0,1,0,Month-to-month,1,Electronic check,81.45,912.0,2.68
1513-XNPPH,1,Female,0,0,0,12,1,0,Fiber optic,0,0,1,1,0,1,Month-to-month,1,Electronic check,89.4,1095.65,2.94
1518-OMDIK,0,Male,0,1,0,33,1,0,DSL,0,0,0,0,0,0,Month-to-month,1,Credit card (automatic),44.55,1462.6,1.46
1518-VOWAV,1,Female,0,0,0,9,1,0,DSL,1,1,0,0,1,1,Month-to-month,1,Electronic check,74.65,703.55,2.45
1522-VVDMG,1,Male,0,1,1,7,1,0,Fiber optic,0,1,0,1,1,0,Month-to-month,1,Electronic check,89.75,608.8,2.95
1525-LNLOJ,0,Male,0,1,1,66,1,1,DSL,0,0,1,0,1,0,Two year,1,Bank transfer (automatic),63.3,4189.7,2.08
1527-SXDPN,1,Male,0,1,1,52,1,1,Fiber optic,0,0,1,1,0,1,Two year,1,Bank transfer (automatic),96.25,4990.25,3.16
1530-ZTDOZ,0,Female,0,1,0,49,0,0,DSL,1,0,0,0,1,0,Month-to-month,0,Bank transfer (automatic),40.65,2070.75,1.34
1534-OULXE,0,Female,0,1,1,61,1,0,DSL,1,0,0,0,0,0,One year,1,Bank transfer (automatic),49.7,2961.4,1.63
1535-VTJOQ,0,Female,0,0,0,24,1,1,No,0,0,0,0,0,0,Two year,0,Credit card (automatic),25.15,553.0,0.83
1536-HBSWP,0,Female,0,0,0,1,1,0,DSL,0,0,0,1,0,0,Month-to-month,1,Electronic check,49.9,49.9,1.64
1536-YHDOE,0,Male,0,1,1,17,1,1,DSL,1,0,0,1,0,0,One year,1,Mailed check,62.1,1096.65,2.04
1539-LNKHM,0,Female,0,0,0,12,1,0,No,0,0,0,0,0,0,Month-to-month,0,Mailed check,20.4,266.6,0.67
1541-ETJZO,1,Male,0,0,0,1,1,1,DSL,0,0,1,1,0,0,Month-to-month,0,Mailed check,62.05,62.05,2.04
1543-LLLFT,0,Male,1,1,0,61,1,1,Fiber optic,0,1,1,1,1,0,One year,1,Mailed check,98.3,6066.55,3.23
1544-JJMYL,0,Male,0,0,0,27,1,0,DSL,1,0,1,1,1,0,One year,0,Credit card (automatic),69.35,1927.3,2.28
1545-ACTAS,0,Female,0,1,1,48,1,0,Fiber optic,1,0,1,0,1,1,One year,1,Bank transfer (automatic),99.7,4977.2,3.28
1545-JFUML,0,Male,0,1,0,71,1,1,Fiber optic,1,1,1,0,1,0,Two year,1,Electronic check,99.0,6994.6,3.25
1548-ARAGG,0,Female,0,1,1,4,1,1,DSL,0,1,0,1,0,0,Month-to-month,1,Mailed check,58.5,224.85,1.92
1548-FEHVL,0,Male,0,1,0,61,1,1,Fiber optic,1,1,0,0,1,1,Month-to-month,1,Electronic check,106.2,6375.2,3.49
1550-EENBN,0,Female,0,0,0,31,1,1,Fiber optic,1,1,0,0,1,1,Month-to-month,0,Electronic check,104.35,3205.6,3.43
1550-LOAHA,1,Female,0,1,0,32,1,0,Fiber optic,0,1,0,0,0,1,Month-to-month,0,Bank transfer (automatic),84.15,2585.95,2.76
1552-AAGRX,0,Female,0,0,0,30,1,1,Fiber optic,1,0,0,1,1,1,Month-to-month,0,Bank transfer (automatic),106.4,3211.9,3.5
1552-CZCLL,0,Female,0,1,1,55,1,0,No,0,0,0,0,0,0,Month-to-month,0,Credit card (automatic),20.0,1087.25,0.66
1552-TKMXS,0,Female,0,1,0,42,1,0,No,0,0,0,0,0,0,Month-to-month,0,Credit card (automatic),20.35,869.9,0.67
1555-DJEQW,1,Female,0,1,1,70,1,1,Fiber optic,1,1,1,1,1,1,Two year,1,Bank transfer (automatic),114.2,7723.9,3.75
1555-HAPSU,0,Female,0,1,1,71,1,1,No,0,0,0,0,0,0,Two year,0,Credit card (automatic),23.9,1663.5,0.79
1557-EMYVT,0,Female,0,0,0,43,1,1,Fiber optic,1,1,1,1,1,1,Two year,0,Credit card (automatic),115.05,4895.1,3.78
1559-DTODC,0,Male,0,0,0,19,0,0,DSL,0,0,0,0,0,0,Month-to-month,1,Bank transfer (automatic),25.15,468.35,0.83
1561-BWHIN,0,Male,0,1,1,19,1,0,No,0,0,0,0,0,0,One year,0,Mailed check,19.8,344.5,0.65
1563-IWQEX,0,Female,0,0,0,12,1,0,No,0,0,0,0,0,0,Month-to-month,0,Mailed check,19.7,220.35,0.65
1564-HJUVY,0,Male,0,0,0,4,1,0,DSL,0,1,0,1,1,0,Month-to-month,1,Bank transfer (automatic),63.75,226.2,2.09
1564-NTYXF,1,Female,1,0,0,13,1,1,Fiber optic,0,0,0,0,0,1,Month-to-month,1,Electronic check,82.0,1127.2,2.69
1565-RHDJD,1,Female,0,0,1,4,1,1,Fiber optic,0,1,1,0,0,0,Month-to-month,0,Bank transfer (automatic),84.05,333.55,2.76
1567-DSCIC,1,Male,0,0,0,8,1,1,Fiber optic,0,1,1,0,1,0,Month-to-month,1,Electronic check,94.0,773.65,3.09
1568-BEKZM,0,Male,1,1,0,70,1,1,DSL,1,1,1,1,1,1,Two year,0,Credit card (automatic),90.05,6333.4,2.96
1568-LJSZU,0,Male,0,1,1,68,1,1,DSL,1,1,1,1,1,1,Two year,1,Credit card (automatic),92.2,6392.85,3.03
1569-TTNYJ,1,Male,0,1,0,5,1,1,Fiber optic,0,1,0,0,0,0,Month-to-month,1,Electronic check,78.75,412.1,2.59
1571-SAVHK,1,Male,0,0,0,12,1,1,Fiber optic,0,0,0,1,1,1,Month-to-month,1,Mailed check,99.95,1132.75,3.28
1573-LGXBA,0,Male,0,1,1,57,1,0,Fiber optic,0,1,1,0,1,1,One year,1,Credit card (automatic),97.55,5598.0,3.2
1574-DYCWE,0,Female,0,1,1,51,1,0,No,0,0,0,0,0,0,Two year,0,Mailed check,19.95,1028.75,0.66
1575-KRZZE,0,Female,0,0,0,4,1,0,DSL,1,1,0,0,0,0,Month-to-month,0,Electronic check,55.2,220.65,1.81
1576-PFZIW,0,Male,1,1,0,70,1,0,Fiber optic,1,1,1,0,1,1,Two year,0,Credit card (automatic),105.35,7511.9,3.46
1577-HKTFG,1,Female,0,1,0,30,1,0,No,0,0,0,0,0,0,Month-to-month,0,Bank transfer (automatic),19.65,655.85,0.65
1579-KLYDT,1,Male,0,0,0,7,1,1,Fiber optic,0,0,1,0,1,0,Month-to-month,1,Electronic check,90.45,593.45,2.97
1580-BMCMR,0,Male,1,0,0,19,1,0,Fiber optic,1,0,0,0,0,1,Month-to-month,1,Electronic check,87.3,1637.3,2.87
1582-RAFML,1,Male,0,0,0,1,1,1,DSL,0,1,0,1,0,0,Month-to-month,0,Mailed check,60.1,60.1,1.97
1583-IHQZE,1,Male,0,0,0,12,1,1,Fiber optic,0,1,1,1,1,1,Month-to-month,1,Mailed check,112.95,1384.75,3.71
1585-MQSSU,1,Male,0,0,0,17,1,0,DSL,0,0,0,1,0,0,Month-to-month,0,Mailed check,51.5,900.5,1.69
1587-FKLZB,1,Male,1,1,1,66,1,1,Fiber optic,0,0,1,0,1,1,Month-to-month,1,Credit card (automatic),99.5,6822.15,3.27
1589-AGTLK,1,Male,0,0,0,3,1,0,DSL,0,0,0,0,0,0,Month-to-month,1,Electronic check,45.35,141.5,1.49
1591-MQJTP,0,Male,1,1,0,51,1,1,Fiber optic,1,0,1,0,0,1,One year,1,Bank transfer (automatic),93.65,4839.15,3.08
1591-NFNLQ,1,Male,0,0,0,51,1,1,Fiber optic,0,0,1,0,0,0,Month-to-month,0,Credit card (automatic),80.0,4242.35,2.63
1591-XWLGB,0,Female,0,1,0,71,1,0,No,0,0,0,0,0,0,Two year,0,Credit card (automatic),19.85,1379.6,0.65
1596-BBVTG,1,Male,0,0,0,35,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,0,Credit card (automatic),75.35,2636.05,2.48
1596-OQSPS,0,Female,0,0,0,11,1,0,DSL,0,1,0,0,0,0,Month-to-month,0,Electronic check,51.1,531.15,1.68
1597-FZREH,1,Female,0,0,0,2,1,0,DSL,0,0,1,1,1,1,Month-to-month,0,Electronic check,76.4,160.8,2.51
1597-LHYNC,1,Female,1,0,0,26,1,1,Fiber optic,1,1,0,0,0,1,Month-to-month,1,Electronic check,95.0,2497.2,3.12
1599-EAHXY,0,Male,0,1,1,60,1,1,No,0,0,0,0,0,0,One year,0,Credit card (automatic),23.95,1506.4,0.79
